# The live-safety bands, MEASURED on the bank, red cards out; written by
# scripts/livebands.py every two days (the bank-refresh workflow) and read
# by scripts/webapp.py and scripts/bankrates.py for the live tag. The tag
# reads the league's own row where it has 50 cards or more (source
# 'league'), else the whole bank's row (league '*', source 'global'), else
# the seed. A league row under the floor is written as 'thin' and not read.
# Thresholds: safe >= 79, cautious >= 77, else unsafe.
# written	2026-09-12
# The 'flip' rows: priced plays with that tag that also print that lane,
# paired on the board's last 21 days — n cards where tip 1 graded and
# that lane won or lost (a push on the lane is no bet), hit = THAT lane,
# said = tip 1 on the same cards; flipped when the lane beats tip 1 by 5.
# league	lane	band	n	hit	said	label	source
ITA-SB	watch	+1 up	134	77.6	78.7	cautious	league
ITA-SB	watch	−1..+1	54	79.6	77.0	safe	league
ITA-SB	watch	−4..−1	2	0.0	76.2	safe	thin
ITA-SB	priced	+1 up	74	85.1	78.7	safe	league
ITA-SB	priced	−1..+1	51	72.5	76.9	unsafe	league
ITA-SB	priced	−4..−1	5	60.0	76.2	unsafe	thin
ITA-SB	athena	+1 up	113	78.8	78.9	cautious	league
ITA-SB	athena	−1..+1	29	86.2	77.2	safe	thin
ITA-SB	athena	−4..−1	2	50.0	76.2	safe	thin
ITA-SB	watch	+1 up	134	77.6	78.7	cautious	league
ITA-SB	watch	−1..+1	54	79.6	77.0	safe	league
ITA-SB	watch	−4..−1	2	0.0	76.2	safe	thin
ITA-SB	priced	+1 up	74	85.1	78.7	safe	league
ITA-SB	priced	−1..+1	51	72.5	76.9	unsafe	league
ITA-SB	priced	−4..−1	5	60.0	76.2	unsafe	thin
ITA-SB	athena	+1 up	113	78.8	78.9	cautious	league
ITA-SB	athena	−1..+1	29	86.2	77.2	safe	thin
ITA-SB	athena	−4..−1	2	50.0	76.2	safe	thin
ITA-SB	watch	+1 up	134	77.6	78.7	cautious	league
ITA-SB	watch	−1..+1	54	79.6	77.0	safe	league
ITA-SB	watch	−4..−1	2	0.0	76.2	safe	thin
ITA-SB	priced	+1 up	74	85.1	78.7	safe	league
ITA-SB	priced	−1..+1	51	72.5	76.9	unsafe	league
ITA-SB	priced	−4..−1	5	60.0	76.2	unsafe	thin
ITA-SB	athena	+1 up	113	78.8	78.9	cautious	league
ITA-SB	athena	−1..+1	29	86.2	77.2	safe	thin
ITA-SB	athena	−4..−1	2	50.0	76.2	safe	thin
ITA-SB	watch	+1 up	134	77.6	78.7	cautious	league
ITA-SB	watch	−1..+1	54	79.6	77.0	safe	league
ITA-SB	watch	−4..−1	2	0.0	76.2	safe	thin
ITA-SB	priced	+1 up	74	85.1	78.7	safe	league
ITA-SB	priced	−1..+1	51	72.5	76.9	unsafe	league
ITA-SB	priced	−4..−1	5	60.0	76.2	unsafe	thin
ITA-SB	athena	+1 up	113	78.8	78.9	cautious	league
ITA-SB	athena	−1..+1	29	86.2	77.2	safe	thin
ITA-SB	athena	−4..−1	2	50.0	76.2	safe	thin
ITA-SB	watch	+1 up	134	77.6	78.7	cautious	league
ITA-SB	watch	−1..+1	54	79.6	77.0	safe	league
ITA-SB	watch	−4..−1	2	0.0	76.2	safe	thin
ITA-SB	priced	+1 up	74	85.1	78.7	safe	league
ITA-SB	priced	−1..+1	51	72.5	76.9	unsafe	league
ITA-SB	priced	−4..−1	5	60.0	76.2	unsafe	thin
ITA-SB	athena	+1 up	113	78.8	78.9	cautious	league
ITA-SB	athena	−1..+1	29	86.2	77.2	safe	thin
ITA-SB	athena	−4..−1	2	50.0	76.2	safe	thin
ITA-SB	watch	+1 up	134	77.6	78.7	cautious	league
ITA-SB	watch	−1..+1	54	79.6	77.0	safe	league
ITA-SB	watch	−4..−1	2	0.0	76.2	safe	thin
ITA-SB	priced	+1 up	74	85.1	78.7	safe	league
ITA-SB	priced	−1..+1	51	72.5	76.9	unsafe	league
ITA-SB	priced	−4..−1	5	60.0	76.2	unsafe	thin
ITA-SB	athena	+1 up	113	78.8	78.9	cautious	league
ITA-SB	athena	−1..+1	29	86.2	77.2	safe	thin
ITA-SB	athena	−4..−1	2	50.0	76.2	safe	thin
ITA-SB	watch	+1 up	134	77.6	78.7	cautious	league
ITA-SB	watch	−1..+1	54	79.6	77.0	safe	league
ITA-SB	watch	−4..−1	2	0.0	76.2	safe	thin
ITA-SB	priced	+1 up	74	85.1	78.7	safe	league
ITA-SB	priced	−1..+1	51	72.5	76.9	unsafe	league
ITA-SB	priced	−4..−1	5	60.0	76.2	unsafe	thin
JPN-J1	athena	+1 up	299	89.3	89.8	safe	league
JPN-J1	athena	−1..+1	249	88.4	88.5	safe	league
JPN-J1	athena	−4..−1	138	87.7	86.3	safe	league
JPN-J1	athena	−4 down	19	78.9	83.7	safe	thin
JPN-J1	athena	+1 up	299	89.3	89.8	safe	league
JPN-J1	athena	−1..+1	249	88.4	88.5	safe	league
JPN-J1	athena	−4..−1	138	87.7	86.3	safe	league
JPN-J1	athena	−4 down	19	78.9	83.7	safe	thin
JPN-J1	athena	+1 up	299	89.3	89.8	safe	league
JPN-J1	athena	−1..+1	249	88.4	88.5	safe	league
JPN-J1	athena	−4..−1	138	87.7	86.3	safe	league
JPN-J1	athena	−4 down	19	78.9	83.7	safe	thin
JPN-J1	athena	+1 up	299	89.3	89.8	safe	league
JPN-J1	athena	−1..+1	249	88.4	88.5	safe	league
JPN-J1	athena	−4..−1	138	87.7	86.3	safe	league
JPN-J1	athena	−4 down	19	78.9	83.7	safe	thin
MAR-BP	athena	+1 up	2	100.0	76.5	safe	thin
MAR-BP	athena	−1..+1	210	77.1	81.4	cautious	league
MAR-BP	athena	−4 down	171	95.3	86.0	safe	league
MAR-BP	athena	+1 up	2	100.0	76.5	safe	thin
MAR-BP	athena	−1..+1	210	77.1	81.4	cautious	league
MAR-BP	athena	−4 down	171	95.3	86.0	safe	league
MAR-BP	athena	+1 up	2	100.0	76.5	safe	thin
MAR-BP	athena	−1..+1	210	77.1	81.4	cautious	league
MAR-BP	athena	−4 down	171	95.3	86.0	safe	league
MEX-LMX	athena	+1 up	7	100.0	85.5	safe	thin
MEX-LMX	athena	−1..+1	75	86.7	83.4	safe	league
MEX-LMX	athena	−4..−1	490	81.6	83.0	safe	league
MEX-LMX	athena	−4 down	17	94.1	81.2	safe	thin
MEX-LMX	athena	+1 up	7	100.0	85.5	safe	thin
MEX-LMX	athena	−1..+1	75	86.7	83.4	safe	league
MEX-LMX	athena	−4..−1	490	81.6	83.0	safe	league
MEX-LMX	athena	−4 down	17	94.1	81.2	safe	thin
MEX-LMX	athena	+1 up	7	100.0	85.5	safe	thin
MEX-LMX	athena	−1..+1	75	86.7	83.4	safe	league
MEX-LMX	athena	−4..−1	490	81.6	83.0	safe	league
MEX-LMX	athena	−4 down	17	94.1	81.2	safe	thin
MEX-LMX	athena	+1 up	7	100.0	85.5	safe	thin
MEX-LMX	athena	−1..+1	75	86.7	83.4	safe	league
MEX-LMX	athena	−4..−1	490	81.6	83.0	safe	league
MEX-LMX	athena	−4 down	17	94.1	81.2	safe	thin
MLS	athena	+1 up	135	80.7	81.2	safe	league
MLS	athena	−1..+1	303	80.2	80.5	safe	league
MLS	athena	−4..−1	274	78.8	80.5	cautious	league
MLS	athena	+1 up	135	80.7	81.2	safe	league
MLS	athena	−1..+1	303	80.2	80.5	safe	league
MLS	athena	−4..−1	274	78.8	80.5	cautious	league
MLS	athena	+1 up	135	80.7	81.2	safe	league
MLS	athena	−1..+1	303	80.2	80.5	safe	league
MLS	athena	−4..−1	274	78.8	80.5	cautious	league
NED-D2	athena	+1 up	541	84.3	83.1	safe	league
NED-D2	athena	−1..+1	214	77.1	81.3	cautious	league
NED-D2	athena	−4..−1	4	50.0	80.1	safe	thin
NED-D2	athena	+1 up	541	84.3	83.1	safe	league
NED-D2	athena	−1..+1	214	77.1	81.3	cautious	league
NED-D2	athena	−4..−1	4	50.0	80.1	safe	thin
NED-D2	athena	+1 up	541	84.3	83.1	safe	league
NED-D2	athena	−1..+1	214	77.1	81.3	cautious	league
NED-D2	athena	−4..−1	4	50.0	80.1	safe	thin
NED-ED	athena	+1 up	356	89.0	84.5	safe	league
NED-ED	athena	−1..+1	69	81.2	81.4	safe	league
NED-ED	athena	−4..−1	3	66.7	80.3	safe	thin
NED-ED	watch	+1 up	86	81.4	83.6	safe	league
NED-ED	watch	−1..+1	26	88.5	81.0	safe	thin
NED-ED	watch	−4..−1	1	0.0	80.4	safe	thin
NED-ED	priced	+1 up	50	80.0	82.5	safe	league
NED-ED	priced	−1..+1	13	76.9	81.0	unsafe	thin
NED-ED	athena	+1 up	356	89.0	84.5	safe	league
NED-ED	athena	−1..+1	69	81.2	81.4	safe	league
NED-ED	athena	−4..−1	3	66.7	80.3	safe	thin
NED-ED	watch	+1 up	86	81.4	83.6	safe	league
NED-ED	watch	−1..+1	26	88.5	81.0	safe	thin
NED-ED	watch	−4..−1	1	0.0	80.4	safe	thin
NED-ED	priced	+1 up	50	80.0	82.5	safe	league
NED-ED	priced	−1..+1	13	76.9	81.0	unsafe	thin
NED-ED	athena	+1 up	356	89.0	84.5	safe	league
NED-ED	athena	−1..+1	69	81.2	81.4	safe	league
NED-ED	athena	−4..−1	3	66.7	80.3	safe	thin
NED-ED	watch	+1 up	86	81.4	83.6	safe	league
NED-ED	watch	−1..+1	26	88.5	81.0	safe	thin
NED-ED	watch	−4..−1	1	0.0	80.4	safe	thin
NED-ED	priced	+1 up	50	80.0	82.5	safe	league
NED-ED	priced	−1..+1	13	76.9	81.0	unsafe	thin
NED-ED	athena	+1 up	356	89.0	84.5	safe	league
NED-ED	athena	−1..+1	69	81.2	81.4	safe	league
NED-ED	athena	−4..−1	3	66.7	80.3	safe	thin
NED-ED	watch	+1 up	86	81.4	83.6	safe	league
NED-ED	watch	−1..+1	26	88.5	81.0	safe	thin
NED-ED	watch	−4..−1	1	0.0	80.4	safe	thin
NED-ED	priced	+1 up	50	80.0	82.5	safe	league
NED-ED	priced	−1..+1	13	76.9	81.0	unsafe	thin
NED-ED	athena	+1 up	356	89.0	84.5	safe	league
NED-ED	athena	−1..+1	69	81.2	81.4	safe	league
NED-ED	athena	−4..−1	3	66.7	80.3	safe	thin
NED-ED	watch	+1 up	86	81.4	83.6	safe	league
NED-ED	watch	−1..+1	26	88.5	81.0	safe	thin
NED-ED	watch	−4..−1	1	0.0	80.4	safe	thin
NED-ED	priced	+1 up	50	80.0	82.5	safe	league
NED-ED	priced	−1..+1	13	76.9	81.0	unsafe	thin
NED-ED	athena	+1 up	356	89.0	84.5	safe	league
NED-ED	athena	−1..+1	69	81.2	81.4	safe	league
NED-ED	athena	−4..−1	3	66.7	80.3	safe	thin
NED-ED	watch	+1 up	86	81.4	83.6	safe	league
NED-ED	watch	−1..+1	26	88.5	81.0	safe	thin
NED-ED	watch	−4..−1	1	0.0	80.4	safe	thin
NED-ED	priced	+1 up	50	80.0	82.5	safe	league
NED-ED	priced	−1..+1	13	76.9	81.0	unsafe	thin
NED-ED	athena	+1 up	356	89.0	84.5	safe	league
NED-ED	athena	−1..+1	69	81.2	81.4	safe	league
NED-ED	athena	−4..−1	3	66.7	80.3	safe	thin
NED-ED	watch	+1 up	86	81.4	83.6	safe	league
NED-ED	watch	−1..+1	26	88.5	81.0	safe	thin
NED-ED	watch	−4..−1	1	0.0	80.4	safe	thin
NED-ED	priced	+1 up	50	80.0	82.5	safe	league
NED-ED	priced	−1..+1	13	76.9	81.0	unsafe	thin
NED-ED	athena	+1 up	356	89.0	84.5	safe	league
NED-ED	athena	−1..+1	69	81.2	81.4	safe	league
NED-ED	athena	−4..−1	3	66.7	80.3	safe	thin
NED-ED	watch	+1 up	86	81.4	83.6	safe	league
NED-ED	watch	−1..+1	26	88.5	81.0	safe	thin
NED-ED	watch	−4..−1	1	0.0	80.4	safe	thin
NED-ED	priced	+1 up	50	80.0	82.5	safe	league
NED-ED	priced	−1..+1	13	76.9	81.0	unsafe	thin
NGA-PL	athena	+1 up	286	88.5	86.3	safe	league
NGA-PL	athena	−1..+1	91	90.1	84.9	safe	league
NGA-PL	athena	−4..−1	182	94.0	91.5	safe	league
NGA-PL	athena	−4 down	7	85.7	89.3	safe	thin
NGA-PL	athena	+1 up	286	88.5	86.3	safe	league
NGA-PL	athena	−1..+1	91	90.1	84.9	safe	league
NGA-PL	athena	−4..−1	182	94.0	91.5	safe	league
NGA-PL	athena	−4 down	7	85.7	89.3	safe	thin
NGA-PL	athena	+1 up	286	88.5	86.3	safe	league
NGA-PL	athena	−1..+1	91	90.1	84.9	safe	league
NGA-PL	athena	−4..−1	182	94.0	91.5	safe	league
NGA-PL	athena	−4 down	7	85.7	89.3	safe	thin
NGA-PL	athena	+1 up	286	88.5	86.3	safe	league
NGA-PL	athena	−1..+1	91	90.1	84.9	safe	league
NGA-PL	athena	−4..−1	182	94.0	91.5	safe	league
NGA-PL	athena	−4 down	7	85.7	89.3	safe	thin
NOR-EL	athena	+1 up	370	81.4	84.2	safe	league
NOR-EL	athena	−1..+1	73	83.6	81.3	safe	league
NOR-EL	athena	+1 up	370	81.4	84.2	safe	league
NOR-EL	athena	−1..+1	73	83.6	81.3	safe	league
PAR-D1	athena	+1 up	36	86.1	84.7	safe	thin
PAR-D1	athena	−1..+1	7	71.4	83.7	safe	thin
PAR-D1	athena	−4..−1	21	95.2	89.4	safe	thin
PAR-D1	athena	−4 down	2	50.0	88.0	safe	thin
PAR-D1	athena	+1 up	36	86.1	84.7	safe	thin
PAR-D1	athena	−1..+1	7	71.4	83.7	safe	thin
PAR-D1	athena	−4..−1	21	95.2	89.4	safe	thin
PAR-D1	athena	−4 down	2	50.0	88.0	safe	thin
PAR-D1	athena	+1 up	36	86.1	84.7	safe	thin
PAR-D1	athena	−1..+1	7	71.4	83.7	safe	thin
PAR-D1	athena	−4..−1	21	95.2	89.4	safe	thin
PAR-D1	athena	−4 down	2	50.0	88.0	safe	thin
PAR-D1	athena	+1 up	36	86.1	84.7	safe	thin
PAR-D1	athena	−1..+1	7	71.4	83.7	safe	thin
PAR-D1	athena	−4..−1	21	95.2	89.4	safe	thin
PAR-D1	athena	−4 down	2	50.0	88.0	safe	thin
PER-L1	athena	+1 up	167	74.3	77.9	unsafe	league
PER-L1	athena	−4 down	248	85.9	81.0	safe	league
PER-L1	athena	+1 up	167	74.3	77.9	unsafe	league
PER-L1	athena	−4 down	248	85.9	81.0	safe	league
POL-EK	athena	+1 up	55	81.8	80.5	safe	league
POL-EK	athena	−1..+1	336	89.0	86.0	safe	league
POL-EK	athena	−4..−1	89	84.3	84.9	safe	league
POL-EK	athena	+1 up	55	81.8	80.5	safe	league
POL-EK	athena	−1..+1	336	89.0	86.0	safe	league
POL-EK	athena	−4..−1	89	84.3	84.9	safe	league
POL-EK	athena	+1 up	55	81.8	80.5	safe	league
POL-EK	athena	−1..+1	336	89.0	86.0	safe	league
POL-EK	athena	−4..−1	89	84.3	84.9	safe	league
POR-PL	athena	+1 up	136	86.8	81.6	safe	league
POR-PL	athena	−4..−1	98	91.8	84.1	safe	league
POR-PL	watch	+1 up	82	75.6	79.1	unsafe	league
POR-PL	watch	−4..−1	16	87.5	84.1	safe	thin
POR-PL	priced	+1 up	69	84.1	79.1	safe	league
POR-PL	priced	−4..−1	8	87.5	84.2	unsafe	thin
POR-PL	athena	+1 up	136	86.8	81.6	safe	league
POR-PL	athena	−4..−1	98	91.8	84.1	safe	league
POR-PL	watch	+1 up	82	75.6	79.1	unsafe	league
POR-PL	watch	−4..−1	16	87.5	84.1	safe	thin
POR-PL	priced	+1 up	69	84.1	79.1	safe	league
POR-PL	priced	−4..−1	8	87.5	84.2	unsafe	thin
POR-PL	athena	+1 up	136	86.8	81.6	safe	league
POR-PL	athena	−4..−1	98	91.8	84.1	safe	league
POR-PL	watch	+1 up	82	75.6	79.1	unsafe	league
POR-PL	watch	−4..−1	16	87.5	84.1	safe	thin
POR-PL	priced	+1 up	69	84.1	79.1	safe	league
POR-PL	priced	−4..−1	8	87.5	84.2	unsafe	thin
POR-PL	athena	+1 up	136	86.8	81.6	safe	league
POR-PL	athena	−4..−1	98	91.8	84.1	safe	league
POR-PL	watch	+1 up	82	75.6	79.1	unsafe	league
POR-PL	watch	−4..−1	16	87.5	84.1	safe	thin
POR-PL	priced	+1 up	69	84.1	79.1	safe	league
POR-PL	priced	−4..−1	8	87.5	84.2	unsafe	thin
POR-PL	athena	+1 up	136	86.8	81.6	safe	league
POR-PL	athena	−4..−1	98	91.8	84.1	safe	league
POR-PL	watch	+1 up	82	75.6	79.1	unsafe	league
POR-PL	watch	−4..−1	16	87.5	84.1	safe	thin
POR-PL	priced	+1 up	69	84.1	79.1	safe	league
POR-PL	priced	−4..−1	8	87.5	84.2	unsafe	thin
POR-PL	athena	+1 up	136	86.8	81.6	safe	league
POR-PL	athena	−4..−1	98	91.8	84.1	safe	league
POR-PL	watch	+1 up	82	75.6	79.1	unsafe	league
POR-PL	watch	−4..−1	16	87.5	84.1	safe	thin
POR-PL	priced	+1 up	69	84.1	79.1	safe	league
POR-PL	priced	−4..−1	8	87.5	84.2	unsafe	thin
ROU-L1	athena	+1 up	201	78.1	80.3	cautious	league
ROU-L1	athena	−1..+1	1	100.0	87.1	safe	thin
ROU-L1	athena	−4..−1	377	88.9	86.8	safe	league
ROU-L1	athena	−4 down	20	90.0	84.5	safe	thin
ROU-L1	athena	+1 up	201	78.1	80.3	cautious	league
ROU-L1	athena	−1..+1	1	100.0	87.1	safe	thin
ROU-L1	athena	−4..−1	377	88.9	86.8	safe	league
ROU-L1	athena	−4 down	20	90.0	84.5	safe	thin
ROU-L1	athena	+1 up	201	78.1	80.3	cautious	league
ROU-L1	athena	−1..+1	1	100.0	87.1	safe	thin
ROU-L1	athena	−4..−1	377	88.9	86.8	safe	league
ROU-L1	athena	−4 down	20	90.0	84.5	safe	thin
ROU-L1	athena	+1 up	201	78.1	80.3	cautious	league
ROU-L1	athena	−1..+1	1	100.0	87.1	safe	thin
ROU-L1	athena	−4..−1	377	88.9	86.8	safe	league
ROU-L1	athena	−4 down	20	90.0	84.5	safe	thin
RSA-PL	athena	+1 up	68	82.4	86.1	safe	league
RSA-PL	athena	−1..+1	14	92.9	86.4	safe	thin
RSA-PL	athena	−4..−1	1	100.0	89.7	safe	thin
RSA-PL	athena	−4 down	57	93.0	89.6	safe	league
RSA-PL	athena	+1 up	68	82.4	86.1	safe	league
RSA-PL	athena	−1..+1	14	92.9	86.4	safe	thin
RSA-PL	athena	−4..−1	1	100.0	89.7	safe	thin
RSA-PL	athena	−4 down	57	93.0	89.6	safe	league
RSA-PL	athena	+1 up	68	82.4	86.1	safe	league
RSA-PL	athena	−1..+1	14	92.9	86.4	safe	thin
RSA-PL	athena	−4..−1	1	100.0	89.7	safe	thin
RSA-PL	athena	−4 down	57	93.0	89.6	safe	league
RSA-PL	athena	+1 up	68	82.4	86.1	safe	league
RSA-PL	athena	−1..+1	14	92.9	86.4	safe	thin
RSA-PL	athena	−4..−1	1	100.0	89.7	safe	thin
RSA-PL	athena	−4 down	57	93.0	89.6	safe	league
RUS-PL	athena	+1 up	103	84.5	80.6	safe	league
RUS-PL	athena	−1..+1	228	85.5	86.8	safe	league
RUS-PL	athena	−4..−1	82	84.1	84.9	safe	league
RUS-PL	athena	+1 up	103	84.5	80.6	safe	league
RUS-PL	athena	−1..+1	228	85.5	86.8	safe	league
RUS-PL	athena	−4..−1	82	84.1	84.9	safe	league
RUS-PL	athena	+1 up	103	84.5	80.6	safe	league
RUS-PL	athena	−1..+1	228	85.5	86.8	safe	league
RUS-PL	athena	−4..−1	82	84.1	84.9	safe	league
SAU-PL	athena	+1 up	452	86.1	84.0	safe	league
SAU-PL	athena	−1..+1	60	83.3	83.3	safe	league
SAU-PL	athena	+1 up	452	86.1	84.0	safe	league
SAU-PL	athena	−1..+1	60	83.3	83.3	safe	league
SCO-CH	athena	+1 up	203	90.6	89.1	safe	league
SCO-CH	athena	−1..+1	98	81.6	87.3	safe	league
SCO-CH	athena	−4..−1	52	88.5	84.9	safe	league
SCO-CH	athena	−4 down	12	91.7	82.0	safe	thin
SCO-CH	athena	+1 up	203	90.6	89.1	safe	league
SCO-CH	athena	−1..+1	98	81.6	87.3	safe	league
SCO-CH	athena	−4..−1	52	88.5	84.9	safe	league
SCO-CH	athena	−4 down	12	91.7	82.0	safe	thin
SCO-CH	athena	+1 up	203	90.6	89.1	safe	league
SCO-CH	athena	−1..+1	98	81.6	87.3	safe	league
SCO-CH	athena	−4..−1	52	88.5	84.9	safe	league
SCO-CH	athena	−4 down	12	91.7	82.0	safe	thin
SCO-CH	athena	+1 up	203	90.6	89.1	safe	league
SCO-CH	athena	−1..+1	98	81.6	87.3	safe	league
SCO-CH	athena	−4..−1	52	88.5	84.9	safe	league
SCO-CH	athena	−4 down	12	91.7	82.0	safe	thin
SCO-L1	athena	+1 up	241	87.6	84.7	safe	league
SCO-L1	athena	−1..+1	47	91.5	83.3	safe	thin
SCO-L1	athena	+1 up	241	87.6	84.7	safe	league
SCO-L1	athena	−1..+1	47	91.5	83.3	safe	thin
SCO-L2	athena	+1 up	57	78.9	78.4	cautious	league
SCO-L2	athena	−4..−1	13	92.3	82.7	safe	thin
SCO-L2	athena	−4 down	108	88.0	82.7	safe	league
SCO-L2	athena	+1 up	57	78.9	78.4	cautious	league
SCO-L2	athena	−4..−1	13	92.3	82.7	safe	thin
SCO-L2	athena	−4 down	108	88.0	82.7	safe	league
SCO-L2	athena	+1 up	57	78.9	78.4	cautious	league
SCO-L2	athena	−4..−1	13	92.3	82.7	safe	thin
SCO-L2	athena	−4 down	108	88.0	82.7	safe	league
SCO-PL	athena	+1 up	170	88.8	84.3	safe	league
SCO-PL	athena	−1..+1	87	83.9	85.1	safe	league
SCO-PL	watch	+1 up	16	87.5	82.0	safe	thin
SCO-PL	watch	−1..+1	36	83.3	85.2	safe	thin
SCO-PL	priced	+1 up	13	61.5	79.2	cautious	thin
SCO-PL	priced	−1..+1	11	81.8	85.0	unsafe	thin
SCO-PL	athena	+1 up	170	88.8	84.3	safe	league
SCO-PL	athena	−1..+1	87	83.9	85.1	safe	league
SCO-PL	watch	+1 up	16	87.5	82.0	safe	thin
SCO-PL	watch	−1..+1	36	83.3	85.2	safe	thin
SCO-PL	priced	+1 up	13	61.5	79.2	cautious	thin
SCO-PL	priced	−1..+1	11	81.8	85.0	unsafe	thin
SCO-PL	athena	+1 up	170	88.8	84.3	safe	league
SCO-PL	athena	−1..+1	87	83.9	85.1	safe	league
SCO-PL	watch	+1 up	16	87.5	82.0	safe	thin
SCO-PL	watch	−1..+1	36	83.3	85.2	safe	thin
SCO-PL	priced	+1 up	13	61.5	79.2	cautious	thin
SCO-PL	priced	−1..+1	11	81.8	85.0	unsafe	thin
SCO-PL	athena	+1 up	170	88.8	84.3	safe	league
SCO-PL	athena	−1..+1	87	83.9	85.1	safe	league
SCO-PL	watch	+1 up	16	87.5	82.0	safe	thin
SCO-PL	watch	−1..+1	36	83.3	85.2	safe	thin
SCO-PL	priced	+1 up	13	61.5	79.2	cautious	thin
SCO-PL	priced	−1..+1	11	81.8	85.0	unsafe	thin
SCO-PL	athena	+1 up	170	88.8	84.3	safe	league
SCO-PL	athena	−1..+1	87	83.9	85.1	safe	league
SCO-PL	watch	+1 up	16	87.5	82.0	safe	thin
SCO-PL	watch	−1..+1	36	83.3	85.2	safe	thin
SCO-PL	priced	+1 up	13	61.5	79.2	cautious	thin
SCO-PL	priced	−1..+1	11	81.8	85.0	unsafe	thin
SCO-PL	athena	+1 up	170	88.8	84.3	safe	league
SCO-PL	athena	−1..+1	87	83.9	85.1	safe	league
SCO-PL	watch	+1 up	16	87.5	82.0	safe	thin
SCO-PL	watch	−1..+1	36	83.3	85.2	safe	thin
SCO-PL	priced	+1 up	13	61.5	79.2	cautious	thin
SCO-PL	priced	−1..+1	11	81.8	85.0	unsafe	thin
SUI-SL	athena	+1 up	241	80.1	82.5	safe	league
SUI-SL	athena	−1..+1	148	81.1	83.1	safe	league
SUI-SL	athena	+1 up	241	80.1	82.5	safe	league
SUI-SL	athena	−1..+1	148	81.1	83.1	safe	league
SWE-AL	athena	+1 up	117	80.3	81.1	safe	league
SWE-AL	athena	−1..+1	79	88.6	83.5	safe	league
SWE-AL	athena	−4..−1	116	86.2	83.4	safe	league
SWE-AL	athena	+1 up	117	80.3	81.1	safe	league
SWE-AL	athena	−1..+1	79	88.6	83.5	safe	league
SWE-AL	athena	−4..−1	116	86.2	83.4	safe	league
SWE-AL	athena	+1 up	117	80.3	81.1	safe	league
SWE-AL	athena	−1..+1	79	88.6	83.5	safe	league
SWE-AL	athena	−4..−1	116	86.2	83.4	safe	league
TUR-SL	athena	+1 up	307	87.3	84.3	safe	league
TUR-SL	athena	−1..+1	121	90.9	83.9	safe	league
TUR-SL	athena	−4..−1	48	87.5	81.6	safe	thin
TUR-SL	watch	+1 up	46	71.7	83.6	safe	thin
TUR-SL	watch	−1..+1	32	87.5	84.1	safe	thin
TUR-SL	watch	−4..−1	14	85.7	82.0	safe	thin
TUR-SL	priced	+1 up	27	63.0	83.6	cautious	thin
TUR-SL	priced	−1..+1	14	71.4	84.2	unsafe	thin
TUR-SL	priced	−4..−1	10	60.0	82.2	unsafe	thin
TUR-SL	athena	+1 up	307	87.3	84.3	safe	league
TUR-SL	athena	−1..+1	121	90.9	83.9	safe	league
TUR-SL	athena	−4..−1	48	87.5	81.6	safe	thin
TUR-SL	watch	+1 up	46	71.7	83.6	safe	thin
TUR-SL	watch	−1..+1	32	87.5	84.1	safe	thin
TUR-SL	watch	−4..−1	14	85.7	82.0	safe	thin
TUR-SL	priced	+1 up	27	63.0	83.6	cautious	thin
TUR-SL	priced	−1..+1	14	71.4	84.2	unsafe	thin
TUR-SL	priced	−4..−1	10	60.0	82.2	unsafe	thin
TUR-SL	athena	+1 up	307	87.3	84.3	safe	league
TUR-SL	athena	−1..+1	121	90.9	83.9	safe	league
TUR-SL	athena	−4..−1	48	87.5	81.6	safe	thin
TUR-SL	watch	+1 up	46	71.7	83.6	safe	thin
TUR-SL	watch	−1..+1	32	87.5	84.1	safe	thin
TUR-SL	watch	−4..−1	14	85.7	82.0	safe	thin
TUR-SL	priced	+1 up	27	63.0	83.6	cautious	thin
TUR-SL	priced	−1..+1	14	71.4	84.2	unsafe	thin
TUR-SL	priced	−4..−1	10	60.0	82.2	unsafe	thin
TUR-SL	athena	+1 up	307	87.3	84.3	safe	league
TUR-SL	athena	−1..+1	121	90.9	83.9	safe	league
TUR-SL	athena	−4..−1	48	87.5	81.6	safe	thin
TUR-SL	watch	+1 up	46	71.7	83.6	safe	thin
TUR-SL	watch	−1..+1	32	87.5	84.1	safe	thin
TUR-SL	watch	−4..−1	14	85.7	82.0	safe	thin
TUR-SL	priced	+1 up	27	63.0	83.6	cautious	thin
TUR-SL	priced	−1..+1	14	71.4	84.2	unsafe	thin
TUR-SL	priced	−4..−1	10	60.0	82.2	unsafe	thin
TUR-SL	athena	+1 up	307	87.3	84.3	safe	league
TUR-SL	athena	−1..+1	121	90.9	83.9	safe	league
TUR-SL	athena	−4..−1	48	87.5	81.6	safe	thin
TUR-SL	watch	+1 up	46	71.7	83.6	safe	thin
TUR-SL	watch	−1..+1	32	87.5	84.1	safe	thin
TUR-SL	watch	−4..−1	14	85.7	82.0	safe	thin
TUR-SL	priced	+1 up	27	63.0	83.6	cautious	thin
TUR-SL	priced	−1..+1	14	71.4	84.2	unsafe	thin
TUR-SL	priced	−4..−1	10	60.0	82.2	unsafe	thin
TUR-SL	athena	+1 up	307	87.3	84.3	safe	league
TUR-SL	athena	−1..+1	121	90.9	83.9	safe	league
TUR-SL	athena	−4..−1	48	87.5	81.6	safe	thin
TUR-SL	watch	+1 up	46	71.7	83.6	safe	thin
